社名,電話番号,所在地,代表者,事業内容,企業URL,URL,取得日時
アサヒサンクリーン株式会社,083-924-3962,静岡県静岡市葵区本通十丁目8番地の1,浅井孝行,訪問入浴介護訪問介護居宅介護支援地域包括支援センター通所介護（デイサービス）認知症対応型通所介護短期入所生活介護（ショートステイ）グループホーム特定施設入居者生活介護（介護付きホーム）介護予防事業放課後等デイサービス福祉用具貸与（レンタル）特定福祉用具販売（販売）住宅改修,https://www.asahi-sun-clean.co.jp/company/profile.php,https://baitona-joshi.jp/shop/002848/,2025/08/04/10:17
アサヒサンクリーン株式会社,050-3317-7715,静岡県静岡市葵区本通十丁目8番地の1,浅井孝行,訪問入浴介護訪問介護居宅介護支援地域包括支援センター通所介護（デイサービス）認知症対応型通所介護短期入所生活介護（ショートステイ）グループホーム特定施設入居者生活介護（介護付きホーム）介護予防事業放課後等デイサービス福祉用具貸与（レンタル）特定福祉用具販売（販売）住宅改修,https://www.asahi-sun-clean.co.jp/company/profile.php,https://baitona-joshi.jp/shop/002849/,2025/08/04/10:17
レストランアゼィリア,083-972-7777,,,,,https://baitona-joshi.jp/shop/002850/,2025/08/04/10:17
ハリウッドチェーン・成通グループ,083-973-6000,岡山県岡山市北区駅前町1-1-1成通岡山ビル11階,,アミューズメント事業、不動産事業（所有する土地・ビルを活用）、物販事業、農業事業（ＳＥＩＴＳＵファーム）、養鰻事業、経営コンサルタント事業,https://hollywood-saiyo.com/company/#anchor03,https://baitona-joshi.jp/shop/002851/,2025/08/04/10:17
株式会社Diraph,070-2477-2178,,,,,https://baitona-joshi.jp/shop/002852/,2025/08/04/10:17
株式会社WithMe,055-215-7401,山梨県甲府市徳行2丁目10-17ウェルネスゾーン,輿石雅章,,,https://baitona-joshi.jp/shop/002853/,2025/08/04/10:17
株式会社アスモ介護サービス,055-236-2520,東京都新宿区西新宿2-4-1新宿NSビル25階,赤澤優,訪問介護事業所・居宅介護支援事業所の運営有料老人ホームの建設、企画、販売、運営、管理及び当該事業に関わる一切の事業一般乗用旅客自動車運送事業、旅行業（第二種）,https://www.asmokaigo.co.jp/company.html,https://baitona-joshi.jp/shop/002855/,2025/08/04/10:17
日本連合警備株式会社,055-242-9344,山梨県甲府市後屋町363番地,保坂東吾,"機械警備／店舗・事務所・工場・駐車場常駐警備現金輸送ホームセキュリティ／戸建て住宅・集合住宅・マンションコンピューターシステムによる機械警備業務各種。防犯警報装置・火災警報装置の設計・施行・保守。防犯・防火に関する相談・指導及び診断、防犯・防火装置の開発・研究。犯罪のない明るい街づくりのための警備業務全般。山梨県内一円警備総数約6,000件",https://nihonrengoukeibi.co.jp/company/outline.html,https://baitona-joshi.jp/shop/002856/,2025/08/04/10:17
有限会社久保田商事,055-280-5501,山梨県南アルプス市上今諏訪４３７,,【有限会社久保田興業】カフェレストラン「田舎カフェORCHARD」運営珈琲焙煎所「ROASTERIAORCHARD」運営居酒屋「居酒屋村さ来白根店」運営【有限会社久保田商事】ガソリンスタンド「ENEOSエントランス峡西」運営【有限会社クボタ】ブランド開発及びブランド・マーケティング眼鏡店「愛眼堂」運営,https://kubotag.co.jp/about/,https://baitona-joshi.jp/shop/002857/,2025/08/04/10:17
株式会社大戸屋ホールディングス,055-269-5158,神奈川県横浜市西区北幸1-1-8エキニア横浜4F,蔵人賢樹,定食店「大戸屋ごはん処」等の国内及び海外におけるチェーン展開を行うグループ会社の企画・管理・運営。,https://www.ootoya.jp/corporate/profile.html,https://baitona-joshi.jp/shop/002858/,2025/08/04/10:17
たむデンタルクリニック,055-228-8461,,,,https://www.tamu-dental.com/,https://baitona-joshi.jp/shop/002859/,2025/08/04/10:17
くまざわ歯科医院,055-244-1182,,,,http://www.kumazawa-shika.com/,https://baitona-joshi.jp/shop/002860/,2025/08/04/10:17
株式会社Furaha,052-265-9155,愛知県名古屋市東区泉1-21-29IZUMIohrinkan201,,エステサロン運営、化粧品販売,http://la-via.nagoya/access/,https://baitona-joshi.jp/shop/002861/,2025/08/04/10:17
Whitelabo,,,,,,https://baitona-joshi.jp/shop/002862/,2025/08/04/10:17
株式会社わかお,052-962-8330,愛知県名古屋市東区泉1-3-43,若尾智己,美容業の経営（美容室、アイラッシュ、ネイル、エステ）美容商品の販売・美容コンサルティング,https://www.hair-jurer.com/company,https://baitona-joshi.jp/shop/002863/,2025/08/04/10:17
株式会社テクノアイ,052-959-2276,愛知県名古屋市東区泉1丁目23-1ボイスビル6F,江口重夫,《製造事業・派遣事業・紹介事業》・航空機の製造・精密機器の製造開発・自動車機械部品の製造《請負事業》・物流《美容事業》・ネイルサロン「アイリッシュネイル」の運営,https://tecnoeye.com/corporate/company,https://baitona-joshi.jp/shop/002864/,2025/08/04/10:17
かとう皮膚科,052-935-8476,,加藤知子,,,https://baitona-joshi.jp/shop/002865/,2025/08/04/10:17
C-United株式会社,052-957-3085,東京都港区芝大門2丁目10番12号KDX芝大門ビル1階・9階,友成勇樹,カフェチェーンの経営（直営店及びフランチャイズ店舗）/物販事業/食材卸売事業,https://c-united.co.jp/crie/,https://baitona-joshi.jp/shop/002866/,2025/08/04/10:17
久屋KJDentalClinic,052-228-4245,,,,https://hisaya-kj.com/,https://baitona-joshi.jp/shop/002867/,2025/08/04/10:17
CHARTIERHEADSPASALON,052-228-9588,,,,https://chartier-spa.com/,https://baitona-joshi.jp/shop/002868/,2025/08/04/10:17
Nm,052-962-2810,,,,,https://baitona-joshi.jp/shop/002869/,2025/08/04/10:17
株式会社クオリス,052-211-9506,大阪市浪速区難波中１丁目１２−５,雨田武史,・指定居宅介護支援事業・指定訪問介護事業・障害者総合支援法に基づく障害福祉サービス事業・保育事業（認可保育所並びに認証保育所の運営）・学童保育事業,https://quolis-kids.com/contact/#corporate,https://baitona-joshi.jp/shop/002870/,2025/08/04/10:17
BeautySalonMyFairLady～マイフェアレディ～,080-1612-5669,,,,,https://baitona-joshi.jp/shop/002871/,2025/08/04/10:17
あい歩ケアステーション,052-711-7001,,,,,https://baitona-joshi.jp/shop/002872/,2025/08/04/10:17
株式会社やぶやグループ,052-731-5828,名古屋市中村区名駅4-20-8西柳ＳＴビル,横瀬武夫,飲食店の経営、企画,https://www.yabuya.com/aboutus,https://baitona-joshi.jp/shop/002873/,2025/08/04/10:17
株式会社やぶやグループ,052-784-8828,名古屋市中村区名駅4-20-8西柳ＳＴビル,横瀬武夫,飲食店の経営、企画,https://www.yabuya.com/aboutus,https://baitona-joshi.jp/shop/002874/,2025/08/04/10:17
ちくさ池下歯科・矯正歯科,052-784-8330,,,,https://www.chikusa-ikeshita-doo.com/,https://baitona-joshi.jp/shop/002875/,2025/08/04/10:17
高見ひだまり歯科クリニック,052-715-7477,,,,https://www.takami-hidamari-dc.com/,https://baitona-joshi.jp/shop/002876/,2025/08/04/10:17
株式会社ビームズ,052-734-9987,岐阜市八代2-6-13,坂之上一彦,,https://www.bee-ms.com/company.html,https://baitona-joshi.jp/shop/002877/,2025/08/04/10:17
BeautySalonWinWin,052-753-6115,愛知県名古屋市千種区内山3-13-12シャンボール千種1Ｆ,横山民子,,,https://baitona-joshi.jp/shop/002878/,2025/08/04/10:17
企業主導型保育施設ほほえみキッズ園,052-734-6377,岐阜県羽島市竹鼻町112-1,,,https://www.hohoemikids.com/company/,https://baitona-joshi.jp/shop/002879/,2025/08/04/10:17
株式会社ヘアーズ・ホールディングス,0566-23-6520,愛知県刈谷市高津波町3丁目508番地,,,https://hairs-hd.com/profile/,https://baitona-joshi.jp/shop/002880/,2025/08/04/10:17
株式会社CrealaLuce,,福岡県福岡市博多区東比恵3丁目19-14,宇野本晃,BeautySalon事業NailSalon事業EyelashSalon事業,https://createur-nail.com/,https://baitona-joshi.jp/shop/002881/,2025/08/04/10:17
株式会社ハクブン,,神奈川県横浜市青葉区新石川3丁目15番23号,岩崎博文,美容室チェーンの管理・運営美容材料の仕入販売,https://hkbn.co.jp/,https://baitona-joshi.jp/shop/002882/,2025/08/04/10:17
Creativo,0897-55-1080,,,,https://creativo-saijo.jimdofree.com/,https://baitona-joshi.jp/shop/002883/,2025/08/04/10:17
デイサービスセンター飯岡,0897-53-2735,,,,,https://baitona-joshi.jp/shop/002884/,2025/08/04/10:17
株式会社すかいらーくホールディングス,0570-021-821,東京都武蔵野市西久保1-25-8（三鷹第9オフィス）,金谷実,フードサービス事業全般、その他周辺事業,https://corp.skylark.co.jp/about/profile/,https://baitona-joshi.jp/shop/002885/,2025/08/04/10:17
コーヒーサービス,0897-58-6527,,,,,https://baitona-joshi.jp/shop/002886/,2025/08/04/10:17
吉峯耳鼻科・歯科,0897-55-0972,,,,,https://baitona-joshi.jp/shop/002887/,2025/08/04/10:17
有限会社キャンパス,0897-47-5373,愛媛県西条市丹原町池田1651番地1,黒川洋輔,,https://campus.mond.jp/company/,https://baitona-joshi.jp/shop/002889/,2025/08/04/10:17
社会福祉法人おさなごの城会,0479-57-3242,,,,http://osanago.ne.jp/,https://baitona-joshi.jp/shop/002890/,2025/08/04/10:17
株式会社ハチバン,0778-53-0588,石川県金沢市新神田一丁目12番18号,長丸昌功,飲食店フランチャイズ・チェーン事業飲食店の経営および運営委託業務食品・食品原材料の製造加工および販売食料品および調味料の輸出入および販売,https://www.hachiban.co.jp/corporate/summary/,https://baitona-joshi.jp/shop/002891/,2025/08/04/10:17
株式会社AB&Company,0778-43-5811,東京都新宿区新宿二丁目16番6号新宿イーストスクエアビル6階,市瀬一浩,直営美容室運営事業フランチャイズ事業インテリアデザイン事業,https://ab-company.co.jp/jp/,https://baitona-joshi.jp/shop/002892/,2025/08/04/10:17
feliche,0778-42-7203,,,,https://www.feliche.net/,https://baitona-joshi.jp/shop/002893/,2025/08/04/10:17
株式会社すかいらーくホールディングス,0570-001-584,東京都武蔵野市西久保1-25-8（三鷹第9オフィス）,金谷実,フードサービス事業全般、その他周辺事業,https://corp.skylark.co.jp/about/profile/,https://baitona-joshi.jp/shop/002894/,2025/08/04/10:17
株式会社アトム,0778-53-1129,神奈川県横浜市西区みなとみらい2-2-1ランドマークタワー12階,田中公博,東北・北関東・東海・北陸地区における直営・FC飲食チェーンの経営(カラオケ店含む),https://www.atom-corp.co.jp/company/profile.html,https://baitona-joshi.jp/shop/002895/,2025/08/04/10:17
株式会社コメダ,0778-52-0555,愛知県名古屋市東区葵三丁目12番23号,甘利祐一,コーヒーショップおよびフランチャイズチェーンの経営,https://www.komeda.co.jp/company/outline.html,https://baitona-joshi.jp/shop/002896/,2025/08/04/10:17
株式会社はま寿司,0570-032-021,東京都港区港南2-18-1JR品川イーストビル,町野岳,回転寿司チェーンの経営,https://www.hama-sushi.co.jp/company/,https://baitona-joshi.jp/shop/002897/,2025/08/04/10:17
株式会社ニチイ学館,0778-53-0066,東京都千代田区神田駿河台4-6御茶ノ水ソラシティ,森信介,医療関連事業介護事業保育事業ヘルスケア事業,https://www.nichiigakkan.co.jp/company/about.html,https://baitona-joshi.jp/shop/002898/,2025/08/04/10:17
株式会社王将フードサービス,0778-51-2655,京都府京都市山科区西野山射庭ノ上町294番地の1,渡邊直人,中華料理レストランチェーン,https://ir.ohsho.co.jp/company/outline/,https://baitona-joshi.jp/shop/002899/,2025/08/04/10:17
株式会社アスクビューティー,,兵庫県神戸市東灘区向洋町中6丁目9番地,和氣徹,エステティックサロンの経営、美容室の経営美容剤、化粧品、美容用品、美容機器の輸入及び販売,https://www.askbeauty.info/company/index.html,https://baitona-joshi.jp/shop/002900/,2025/08/04/10:17
enenstyleporcelar&nailsalon,092-985-7217,,,,,https://baitona-joshi.jp/shop/002901/,2025/08/04/10:17
株式会社03,092-600-9418,福岡市早良区百道1-4-15工藤ビル3F,近江陽介,,https://www.kaatsu-studio03.com/overview/,https://baitona-joshi.jp/shop/002902/,2025/08/04/10:17
さわやま内科・総合診療クリニック,092-534-6590,,,,https://www.xn--mrrzf295f.net/,https://baitona-joshi.jp/shop/002903/,2025/08/04/10:17
株式会社なか尾,092-409-3382,福岡県福岡市南区平和1-12-3,中尾慎一郎,飲食店の経営,https://motsunabe-ikkei.com/?page_id=214,https://baitona-joshi.jp/shop/002904/,2025/08/04/10:17
医療法人美創会歯科・林美穂医院,092-736-6020,,林美穂,,https://www.m-hayashi.jp/about/,https://baitona-joshi.jp/shop/002905/,2025/08/04/10:17
株式会社Safari,092-715-8887,福岡県福岡市中央区赤坂1-11-12赤坂井上ビル5F,浅井大,,https://www.safari-nyc.com/blank-3,https://baitona-joshi.jp/shop/002906/,2025/08/04/10:17
株式会社アスア,050-3628-9950,福岡県福岡市中央区薬院3-3-33グランドキャビン天神南1F,,ヘアサロン、まつ毛サロン、エステサロンの運営,,https://baitona-joshi.jp/shop/002907/,2025/08/04/10:17
社会福祉法人つばさ福祉会,092-406-8215,宮崎県西都市白馬町3番地,渡部圭子,,https://www.tsubasa-f.or.jp/ichizaki/company/,https://baitona-joshi.jp/shop/002908/,2025/08/04/10:17
キッズくれよん,092-791-4813,,,,,https://baitona-joshi.jp/shop/002909/,2025/08/04/10:17
salondebeaut’eL’ange,058-247-1256,岐阜県岐阜市北一色5丁目3-23,,,https://lange415.com/salon-info/,https://baitona-joshi.jp/shop/002910/,2025/08/04/10:17
REN,058-240-5800,,,,,https://baitona-joshi.jp/shop/002911/,2025/08/04/10:17
株式会社カットツイン,0120-811-538,大阪府高槻市芥川町1丁目7番26号カワノビル,手島秀貴,理容業並びに美容業,https://www.cuttwin.co.jp/company/,https://baitona-joshi.jp/shop/002912/,2025/08/04/10:17
住宅型有料老人ホームAnge,058-215-0160,,,,,https://baitona-joshi.jp/shop/002913/,2025/08/04/10:17
株式会社ヴァティー,058-249-2840,東京都港区西新橋1-15-4銀泉西新橋ビル8階,小林孝幸,,http://www.vati.co.jp/company/,https://baitona-joshi.jp/shop/002914/,2025/08/04/10:17
社会福祉法人髙佳会,058-259-2525,岐阜県岐阜市玉井町17,,,https://koukeikai.jp/index.html#about,https://baitona-joshi.jp/shop/002915/,2025/08/04/10:17
beauty&healthseven+,,,,,,https://baitona-joshi.jp/shop/002916/,2025/08/04/10:17
株式会社アジアル,058-248-4077,愛知県名古屋市中区栄五丁目11番14号,浅野一,,https://www.ajial.jp/corp.html,https://baitona-joshi.jp/shop/002917/,2025/08/04/10:17
せせらぎ歯科クリニック,058-213-2400,,,,https://www.seseragidental.com/,https://baitona-joshi.jp/shop/002918/,2025/08/04/10:17
株式会社子育てサポート,,愛知県一宮市多加木5丁目29-16,鈴木真奈美,児童発達支援・放課後等デイサービス運営とその運営支援,https://child-group.com/about/,https://baitona-joshi.jp/shop/002919/,2025/08/04/10:17
株式会社Clebonheur,070-8508-5194,広島県呉市中通1-5-28-101,大橋舞子,,https://nag-beaute.com/privacy-policy.html,https://baitona-joshi.jp/shop/002920/,2025/08/04/10:17
株式会社NBC,082-236-3203,東京都港区港南2-15-2品川インターシティS&R棟1F,遠藤修弘,美容室の運営,https://nbcsalon.jp/,https://baitona-joshi.jp/shop/002921/,2025/08/04/10:17
医療法人ほーむけあほーむけあクリニック,082-546-0185,広島県広島市中区竹屋町8−8,,,https://homecare-clinic.jp/,https://baitona-joshi.jp/shop/002922/,2025/08/04/10:17
株式会社サンマルクホールディングス,082-504-6575,岡山県岡山市北区平田173番地104,藤川祐樹,フランチャイズチェーンシステムを含むレストラン及びカフェ等の事業を行う子会社の経営管理等,https://www.saint-marc-hd.com/hd/company_info/ci/,https://baitona-joshi.jp/shop/002923/,2025/08/04/10:17
